Sensor,Mean,Std Dev,Drift Rate,Anomaly %,Stationary
f1,50435.06617446441,69842.27531023852,3.2110009547766634,2.1351545650611072,Yes
f2,6.638156437886413,13.485905730444381,1.8437523531525355e-05,0.24442846872753413,Yes
f3,12.936688094680086,17.609427497366998,0.0007441158688321625,2.322070452911574,Yes
f4,18.74395270913012,24.898554580660125,0.0009532113084840079,2.3867721063982748,Yes
f5,26.890695113946805,38.10631473675379,0.0014445387661473645,1.7109992810927388,Yes
